Kode,Nama Paket,Instansi,Tahap,HPS
2906119,Pengadaan Konsumsi Diklat Kepemimpinan Tingkat II Angkatan XLII Kelas A Kedeputian Bidang Pendidikan dan Pelatihan Aparatur spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Administrasi Negara,Tender Sudah Selesai,"226,7 Jt"
2905119,Sewa Mesin Fotocopy spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"256,4 Jt"
2904119,"Pengadaan Jasa Lainnya Pemeliharaan, Perawatan, Keindahan Dan Keamanan Gedung LKPP  spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"681,7 Jt"
2903119,"Pengadaan Jasa Konsultansi Perorangan Financial Specialist
Sekretariat Extractive Industries Transparency Initiative (EITI) Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,150 Jt
2902119,"Pengadaan Jasa Konsultansi Perorangan Extractive Industries Revenue Specialist Sekretariat Extractive Industries Transparancy Initiative (EITI) Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,168 Jt
2895119,"Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Pengembangan Kelembagaan dan SDM Sekretariat Dewan Nasional Kawasan Ekonomi Khusus Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,135 Jt
2894119,"Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Koordinator Monitoring, Evaluasi, dan Pelaporan Sekretariat Dewan Nasional Kawasan Ekonomi Khusus Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,135 Jt
Kode,Nama Paket,Instansi,Tahap,HPS
2893119,"Pengadaan 
Jasa Konsultansi
Perorangan Tenaga Ahli Senior/Direktur Proyek Sektor Jalan dan Jembatan Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,1 M"
2892119,"Jasa Konsultansi Penilaian Kinerja PHPL Perum Perhutani Tahun 2016 spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File Biaya TerendahNilai Kontrak : Rp 1.901.350.000,00",Perum Perhutani,Tender Sudah Selesai,"2,5 M"
2890119,"Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Koordinator Fasilitasi dan Evaluasi Pembentukan Kawasan Ekonomi Khusus (KEK) Sekretariat Dewan Nasional KEK Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,135 Jt
2889119,Tenaga Ahli Teknik Arsitektur Kementerian PPN/Bappenas Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"108,9 Jt"
2888119,Tenaga Ahli Teknik Sipil Kementerian PPN/Bappenas Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"108,9 Jt"
2885119,Belanja/Uang Makanan dan Minuman Peserta/Petugas/Panitia Bidang Teknis dan Fungsional spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Pemerintah Daerah Provinsi DKI Jakarta,Tender Sudah Selesai,"2,2 M"
2884119,Pengadaan Kertas A4 dan F4 spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"279,8 Jt"
2883119,Pengadaan Alat Tulis Kantor Penyelenggaraan Diklat spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Pemerintah Daerah Provinsi DKI Jakarta,Tender Sudah Selesai,"489,4 Jt"
2880119,Pengadaan Jasa Pencetakan Majalah Suara KPU Tahun 2016 spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"366,3 Jt"
2879119,"Belanja/Uang Makanan dan Minuman Peserta/Petugas/Panitia, Diklat Prajabatan Golongan III dan Diklat Pengembangan Kapabilitas Kepemimpinan spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Pemerintah Daerah Provinsi DKI Jakarta,Tender Sudah Selesai,"1,1 M"
2877119,Tenaga Ahli Individual  Manajemen Komunikasi Internasional Untuk Kegiatan Sekretariat Menteri PPN/Kepala Bappenas Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Arsip Nasional Republik Indonesia,Tender Sudah Selesai,65 Jt
2876119,Tenaga Ahli Individual  Manajemen Isu-Isu Pembangunan Untuk Kegiatan Sekretariat Menteri PPN/Kepala Bappenas Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Arsip Nasional Republik Indonesia,Tender Sudah Selesai,105 Jt
2875119,Tenaga Ahli Individual Manajemen Pengelolaan Substansi Untuk Kegiatan  Sekretariat Sekretaris Kementerian PPN/Sekretaris Utama Bappenas spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Arsip Nasional Republik Indonesia,Tender Sudah Selesai,"77,5 Jt"
2874119,Tenaga Ahli Bidang Media Dan Kehumasan Dalam Rangka Peningkatan Kegiatan Komunikasi Publik  Kementerian PPN/Bappenas TA 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Arsip Nasional Republik Indonesia,Tender Sudah Selesai,140 Jt
2873119,Tenaga Ahli Perencanaan Sumber Daya Alam dan Lingkungan Hidup Kegiatan Kajian Persiapan Perubahan Sistem Pendaftaran Tanah Publikasi Positif di Indonesia spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,110 Jt
2872119,Tenaga Ahli Perencanaan Wilayah dan Kota Kegiatan Koordinasi Strategis Reforma Agraria Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"63,2 Jt"
2868119,Tenaga Ahli Perencanaan Wilayah dan Kota Kegiatan Pemantauan dan Evaluasi Penyelenggaraan Penataan Ruang  spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"68,8 Jt"
2867119,Tenaga Ahli Sumber Daya Alam dan Lingkungan Hidup Kegiatan Koordinasi Penyusunan Profil Daerah dan Rencana Pembangunan di 34 Provinsi di Daerah  spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"60,5 Jt"
2864119,DATA BASE MANAGER  PADA SEKRETARIAT RAN-GRK TAHUN 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,115 Jt
2863119,Tenaga Ahli Muda Program Dukungan Operasional Kelompok Kerja Air Minum dan Penyehatan Lingkungan (AMPL) Nasional spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,77 Jt
2862119,Tenaga Ahli Muda Teknik Lingkungan Pemantauan dan Evaluasi Konsistensi dan Keberlanjutan Perencanaan Pembangunan Bidang Permukiman dan Perumahan spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"60,5 Jt"
2861119,FINANCE COORDINATOR PADA SEKRETARIAT INDONESIA CLIMATE CHANGE TRUST FUND TAHUN 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,183 Jt
2859119,Pengadaan Suku Cadang Tube TH 537 dan Tube TH 555 Stasiun Siaran Luar Negeri LPP RRI Tahun Anggaran 2016 spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Publik Radio Republik Indonesia,Tender Sudah Selesai,"3,6 M"
2856119,DEPUTY OF PROGRAM  PADA SEKRETARIAT INDONESIA CLIMATE CHANGE TRUST FUND TAHUN 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,327 Jt
2854119,"Pengadaan Jasa Lainnya Sewa Peralatan Kantor Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2016
 spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,2 M"
2853119,"Pengadaan Jasa Lainnya Sewa Mebelair Ruang Kantor Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2016
 spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,8 M"
2852119,"Tenaga Ahli Muda Planologi Kegiatan Penyusunan Rencana Kerja Pemerintah (RKP) bidang Transportasi Tahun 2017
Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,120 Jt
2850119,Tenaga Ahli Sistem Informasi Kementerian PPN/Bappenas TA 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,132 Jt
2847119,Pemeliharaan Sistem Plumbing dan STP TA 2016 Tender Ulang spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,408 Jt
2846119,Sewa Micro Bus spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Hukum Dan Hak Asasi Manusia RI,Tender Sudah Selesai,"6,4 M"
2845119,WASTE LIAISON PADA SEKRETARIAT RAN-GRK TAHUN 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,115 Jt
2844119,Energy Liason pada Sekretariat RAN-GRK Tahun 2016  Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,115 Jt
2843119,"Tenaga Ahli Bidang Perencanaan Wilayah
Kegiatan Pengelolaan Data dan Informasi Kewilayahan Berbasis Spasial Dalam Mendukung Pengembangan Regional – Bappenas Tahun 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"101,8 Jt"
2842119,"Tenaga Ahli Bidang Sistem Informasi
Kegiatan Pengelolaan Data dan Informasi Kewilayahan Berbasis Spasial Dalam Mendukung Pengembangan Regional – Bappenas Tahun 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"101,8 Jt"
2841119,"Tenaga Ahli Bidang Ekonomi Wilayah
Kegiatan Pengelolaan Data dan Informasi Kewilayahan Berbasis Spasial Dalam Mendukung Pengembangan Regional – Bappenas Tahun 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"101,8 Jt"
2839119,Pemeliharaan Perangkat Keamanan Jaringan TA 2016 Tender Ulang spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,500 Jt
2838119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Senior/Direktur Proyek Sektor Sumber Daya Air Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,2 M"
2837119,Pengadaan Sewa Layanan Virtual Private Network (VPN) KPU Tahun Anggaran 2016 spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"2,3 M"
2836119,Pengadaan sewa kendaraan roda empat spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Nasional Hak Asasi Manusia,Tender Sudah Selesai,"1,8 M"
2835119,"Tenaga Ahli Muda Transportasi Penyusunan Rencana Kerja Pemerintah (RKP) 
BidangTransportasi Tahun 2017
Tahun Anggaran 2016
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,108 Jt
2834119,Pengadaan Laptop spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,Tender Sudah Selesai,"898,1 Jt"
2833119,"Asisten Tenaga Ahli Muda Planalogi Kegiatan Penyusunan Rencana Kerja Pemerintah (RKP) Bidang Transportasi Tahun 2017, Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,55 Jt
2831119,Pemeliharaan Sistem Elektrikal TA 2016 Tender Ulang spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"691,1 Jt"
2829119,"Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Senior/Direktur Proyek Sektor Energi Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2016
 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,2 M"
2827119,Tenaga Ahli Communication Manager pada Sekretariat Indonesia Climate Change Tahun 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,180 Jt
2826119,"EXECUTIVE DIRECTOR PADA SEKRETARIAT 
INDONESIA CLIMATE CHANGE TRUST FUND TAHUN 2016
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"823,2 Jt"
2825119,"DEPUTY OF FINANCE & OPERATION PADA SEKRETARIAT 
INDONESIA CLIMATE CHANGE TRUST FUND TAHUN 2016
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"399,7 Jt"
2823119,"Tenaga Ahli Muda Planalogi Kegiatan Monitoring dan Evaluasi Pelaksanaan Program Pembangunan Sektor Transportasi
Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,60 Jt
2820119,Tenaga Ahli Teknik  Listrik dan Elektrikal  Kementerian PPN/Bappenas Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"130,7 Jt"
2819119,Tenaga Ahli  Pengawas Arsitektur/Struktur  Kementerian PPN/Bappenas Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"130,7 Jt"
2817119,Pemeliharaan Sistem Pemadam Kebakaran TA 2016 Tender Ulang spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,Tender Sudah Selesai,"390,5 Jt"
2816119,PENGADAAN PENGIRIMAN MAJALAH BRAFO PMK spse 3  Jasa Lainnya - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,"272,7 Jt"
2815119,PENGADAAN PERCETAKAN MAJALAH BRAFO PMK 2016 spse 3  Jasa Lainnya - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,Tender Sudah Selesai,396 Jt
2814119,Pengadaan Jasa Sewa Disaster Recovery Center KPU Tahun 2016 spse 3  Jasa Lainnya - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Pemilihan Umum,Tender Sudah Selesai,"1,3 M"
2813119,Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Senior/Direktur Proyek Finansial Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) Tahun Anggaran 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,Tender Sudah Selesai,"1,9 M"
